Code Number,Code Name,Paper Name,URL,Reason
2,Acoustic code,"Farina, A. and N. Pieretti (2014). ""Acoustic Codes in Action in a Soundscape Context."" Biosemiotics 7(2): 321-328.",https://link.springer.com/article/10.1007/s12304-014-9213-0,no working OA PDF (paywalled or links unreachable)
2,Acoustic code,"Malavasi, R., K. Kull and A. Farina (2014). ""The Acoustic Codes: How Animal Sign Processes Create Sound-Topes and Consortia via Conflict Avoidance."" Biosemiotics 7(1): 89-95.",https://link.springer.com/article/10.1007/s12304-013-9177-5,no working OA PDF (paywalled or links unreachable)
2,Acoustic code,"Farina, A., & Villa, A. E. P. (2023). On the semantics of ecoacoustic codes. Biosystems, 232, 105002.",https://doi.org/10.1016/j.biosystems.2023.105002,no working OA PDF (paywalled or links unreachable)
3,Actin code,"A, M., Latario, C. J., Pickrell, L. E., & Higgs, H. N. (2020). Lysine acetylation of cytoskeletal proteins: Emergence of an actin code. Journal of Cell Biology, 219(12).",https://doi.org/10.1083/jcb.202006151,no working OA PDF (paywalled or links unreachable)
5,Adhesion code,"Bedzhov, I., Alotaibi, H., Basilicata, M. F., Ahlborn, K., Liszewska, E., Brabletz, T., & Stemmler, M. P. (2013). Adhesion, but not a specific cadherin code, is indispensable for ES cell and induced pluripotency. Stem Cell Research, 11(3), 1250-1263.",https://doi.org/10.1016/j.scr.2013.08.009,no working OA PDF (paywalled or links unreachable)
5,Adhesion code,"Tsai, T. Y., M. Sikora, P. Xia, T. Colak-Champollion, H. Knaut, C. P. Heisenberg and S. G. Megason (2020). ""An adhesion code ensures robust pattern formation during tissue morphogenesis."" Science 370(6512): 113-116.",https://www.science.org/doi/10.1126/science.aba6637,no working OA PDF (paywalled or links unreachable)
5,Adhesion code,"Ferreira-Pinto, M., Aguilar-Aragón, M., Rhiner, C., & Moreno, E. (2026). Hbs and Rst adhesion molecules provide a regional code that regulates cell elimination during epithelial remodeling. iScience, 29(3).",https://doi.org/10.1016/j.isci.2026.114971,no working OA PDF (paywalled or links unreachable)
5,Adhesion code,"Ko, J. (2026). A decade of discovery: Deciphering the synaptic adhesion code. Mol Cells, 49(5), 100341.",https://doi.org/10.1016/j.mocell.2026.100341,no working OA PDF (paywalled or links unreachable)
6,Allosteric code -A (hemoglobin),"Ackers, G. K., Doyle, M. L., Myers, D., & Daugherty, M. A. (1992). Molecular Code for Cooperativity in Hemoglobin. Science, 255(5040), 54-63.",https://doi.org/10.1126/science.1553532,no working OA PDF (paywalled or links unreachable)
6,Allosteric code -A (hemoglobin),"Ackers, G. K. (1998). Deciphering the Molecular Code of Hemoglobin Allostery. In E. Di Cera (Ed.), Advances in Protein Chemistry (Vol. 51, pp. 185-253). Academic Press.",https://doi.org/10.1016/S0065-3233(08)60653-1,no working OA PDF (paywalled or links unreachable)
6,Allosteric code -A (hemoglobin),"Daugherty, M. A., M. A. Shea, J. A. Johnson, V. J. LiCata, G. J. Turner and G. K. Ackers (1991). ""Identification of the intermediate allosteric species in human hemoglobin reveals a molecular code for cooperative switching."" Proc Natl Acad Sci U S A 88(4): 1110-1114.",https://www.pnas.org/doi/10.1073/pnas.88.4.1110,no working OA PDF (paywalled or links unreachable)
6,Allosteric code -A (hemoglobin),"Goldbeck, R. A., Esquerra, R. M., Holt, J. M., Ackers, G. K., & Kliger, D. S. (2004). The molecular code for hemoglobin allostery revealed by linking the thermodynamics and kinetics of quaternary structural change. 1. Microstate linear free energy relations. Biochemistry, 43(38), 12048-12064.",https://doi.org/10.1021/bi049393v,no working OA PDF (paywalled or links unreachable)
6,Allosteric code -A (hemoglobin),"Goldbeck, R. A., R. M. Esquerra, D. S. Kliger, J. M. Holt and G. K. Ackers (2004). ""The molecular code for hemoglobin allostery revealed by linking the thermodynamics and kinetics of quaternary structural change. 2. Cooperative free energies of (alphaFeCObetaFe)2 and (alphaFebetaFeCO)2 T- state tetramers."" Biochemistry 43(38): 12065-12080.",https://pubs.acs.org/doi/10.1021/bi0493923,no working OA PDF (paywalled or links unreachable)
7,Allosteric code -B (miscellaneous),"Armour-Garb, I., I. S. M. Han, B. S. Cowan and K. M. Thayer (2022). “Variable Regions of p53 Isoforms Allosterically Hard Code DNA Interaction.” J Phys Chem B.",https://pubs.acs.org/doi/10.1021/acs.jpcb.2c06229,no working OA PDF (paywalled or links unreachable)
9,Amyloid code,"Lashuel, H. A. (2026). Cracking the code of native amyloid fibrils: advances and next steps to enable pathology-informed therapeutic and diagnostic. Nat Struct Mol Biol, 33(4), 567-576.",https://doi.org/10.1038/s41594-026-01792-w,no working OA PDF (paywalled or links unreachable)
11,Annexin code,"Kietselaer, B. L., Narula, J., & Hofstra, L. (2007). The Annexin code: revealing endocarditis. Eur Heart J, 28(8), 948.",https://doi.org/10.1093/eurheartj/ehl322,no working OA PDF (paywalled or links unreachable)
11,Annexin code,"Ganesan, T., Sinniah, A., Ramasamy, T. S., & Alshawsh, M. A. (2024). Cracking the code of Annexin A1-mediated chemoresistance. Biochem Biophys Res Commun, 725, 150202.",https://doi.org/10.1016/j.bbrc.2024.150202,no working OA PDF (paywalled or links unreachable)
13,Anticancer code,"Pei, Z., Zhou, W., Zhong, M., Xi, R., Li, F., & Li, H. (2025). Unlocking the anticancer code of gambogic acid: Multidimensional strategies to overcome tumor treatment challenges. Computers in Biology and Medicine, 197, 111044.",https://doi.org/10.1016/j.compbiomed.2025.111044,no working OA PDF (paywalled or links unreachable)
14,Antigen code,"Krasilnikov, I., Lehnherr-Ilyina, T., Djonovic, M., Artamonova, I., Nikitin, M., & Kislichkin, N. (2024). Cracking the antigenic code of mycobacteria: CFP-10/ESAT-6 tuberculosis skin test and misleading results. Journal of Clinical Tuberculosis and Other Mycobacterial Diseases, 36, 100436.",https://doi.org/10.1016/j.jctube.2024.100436,no working OA PDF (paywalled or links unreachable)
15,Apoptosis code,"Biermann, M., C. Maueröder, J. M. Brauner, R. Chaurio, C. Janko, M. Herrmann and L. E. Muñoz (2013). ""Surface code--biophysical signals for apoptotic cell clearance."" Phys Biol 10(6): 065007.",https://iopscience.iop.org/article/10.1088/1478-3975/10/6/065007,no working OA PDF (paywalled or links unreachable)
15,Apoptosis code,"Wook Choi, D. and C. Yong Choi (2014). ""HIPK2 modification code for cell death and survival."" Mol Cell Oncol 1(2): e955999.",https://www.tandfonline.com/doi/full/10.1080/23723548.2014.955999,no working OA PDF (paywalled or links unreachable)
15,Apoptosis code,"Jiang, S., Y. Liu, B. Xu, Y. Zhang and M. Yang (2020). ""Noncoding RNAs: New regulatory code in chondrocyte apoptosis and autophagy."" Wiley Interdiscip Rev RNA 11(4): e1584.",https://wires.onlinelibrary.wiley.com/doi/10.1002/wrna.1584,no working OA PDF (paywalled or links unreachable)
15,Apoptosis code,"Zhang, L., Su, L., Zhao, J., Xu, J., Xu, K., & Chi, H. (2026). The death code in nanomessengers: Mechanisms and advances in the regulation of programmed cell death by exosomes. Life Sci, 398, 124456.",https://doi.org/10.1016/j.lfs.2026.124456,no working OA PDF (paywalled or links unreachable)
16,Archetype codes,"Major, João Carlos, (2025) Jung 4.0 - The Code Architecture of the Archetype: Reframing Analytical Psychology through Code Biology. Available at SSRN.",http://dx.doi.org/10.2139/ssrn.5783922,no working OA PDF (paywalled or links unreachable)
16,Archetype codes,"Major, João Carlos, From Archetype-as-Code to the Code-Mediator-Artifact Framework: Empirical Extensions Across Biological, Neural, and Symbolic Systems (October 22, 2025). Available at SSRN.",http://dx.doi.org/10.2139/ssrn.5678942,no working OA PDF (paywalled or links unreachable)
16,Archetype codes,"Sacco, Rob G., Marks-Tarlow, T., & Beitman, Bernard D. (2026). Archetypes as Codes: Jungian Psychology, Biological Organization, and the Fractal Logic of Synchronicity. International Journal of Jungian Studies, 1-21.",https://doi.org/10.1163/19409060-bja10063,no working OA PDF (paywalled or links unreachable)
17,Area code,"Hood, L., H. V. Huang and W. J. Dreyer (1977). “The area-code hypothesis: The immune system provides clues to understanding the genetic and molecular basis of cell recognition during development.” Journal of Supramolecular Structure 7(3-4): 531-559.",https://onlinelibrary.wiley.com/doi/10.1002/jss.400070321,no working OA PDF (paywalled or links unreachable)
17,Area code,"Yoshihara, Y., & Mori, K. (1994). Telencephalin: a neuronal area code molecule? Neuroscience Research, 21(2), 119-124.",https://doi.org/10.1016/0168-0102(94)90153-8,no working OA PDF (paywalled or links unreachable)
17,Area code,"Dreyer, W. J. (1998). ""The area code hypothesis revisited: olfactory receptors and other related transmembrane receptors may function as the last digits in a cell surface code for assembling embryos."" Proc Natl Acad Sci U S A 95(16): 9072-9077.",https://www.pnas.org/doi/10.1073/pnas.95.16.9072,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Thompson, V. A., & Paivio, A. (1994). Memory for pictures and sounds: independence of auditory and visual codes. Can J Exp Psychol, 48(3), 380-398.",https://doi.org/10.1037/1196-1961.48.3.380,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Bodnar, D. A., A. D. Holub, B. R. Land, J. Skovira and A. H. Bass (2001). ""Temporal population code of concurrent vocal signals in the auditory midbrain."" J Comp Physiol A Neuroethol Sens Neural Behav Physiol 187(11): 865-873.",https://link.springer.com/article/10.1007/s00359-001-0257-7,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Polley, D. B., M. A. Heiser, D. T. Blake, C. E. Schreiner and M. M. Merzenich (2004). ""Associative learning shapes the neural code for stimulus magnitude in primary auditory cortex."" Proc Natl Acad Sci U S A 101(46): 16351-16356.",https://www.pnas.org/doi/10.1073/pnas.0407586101,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Guttman, S. E., Gilroy, L. A., & Blake, R. (2005). Hearing What the Eyes See: Auditory Encoding of Visual Temporal Sequences. Psychological Science, 16(3), 228-235.",https://doi.org/10.1111/j.0956-7976.2005.00808.x,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Salminen, N. H., H. Tiitinen, S. Yrttiaho and P. J. May (2010). ""The neural code for interaural time difference in human auditory cortex."" J Acoust Soc Am 127(2): El60-65.",https://asa.scitation.org/doi/10.1121/1.3290744,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Clemens, J., O. Kutzki, B. Ronacher, S. Schreiber and S. Wohlgemuth (2011). ""Efficient transformation of an auditory population code in a small sensory system."" Proc Natl Acad Sci U S A 108(33): 13812- 13817.",https://www.pnas.org/doi/abs/10.1073/pnas.1104506108,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Escoffier, N., J. Zhong, A. Schirmer and A. Qiu (2013). ""Emotional expressions in voice and music: same code, same effect?"" Hum Brain Mapp 34(8): 1796-1810.",https://onlinelibrary.wiley.com/doi/epdf/10.1002/hbm.22029,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Filippopoulos, P. C., P. Hallworth, S. Lee and J. H. Wearden (2013). ""Interference between auditory and visual duration judgements suggests a common code for time."" Psychol Res 77(6): 708-715.",https://link.springer.com/article/10.1007/s00426-012-0464-6,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Oxenham, A. J. (2018). ""How We Hear: The Perception and Neural Coding of Sound."" Annu Rev Psychol 69: 27-50.",https://www.annualreviews.org/doi/10.1146/annurev-psych-122216-011635,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Wang, X. (2018). ""Cortical Coding of Auditory Features."" Annu Rev Neurosci 41: 527-552.",https://www.annualreviews.org/doi/10.1146/annurev-neuro-072116-031302,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Bouse, J., V. Vencovský, F. Rund and P. Marsalek (2019). ""Functional rate-code models of the auditory brainstem for predicting lateralization and discrimination data of human binaural perception."" J Acoust Soc Am 145(1): 1.",https://asa.scitation.org/doi/10.1121/1.5084264,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Denham, S. L. and I. Winkler (2020). ""Predictive coding in auditory perception: challenges and unresolved questions."" Eur J Neurosci 51(5): 1151-1160.",https://onlinelibrary.wiley.com/doi/10.1111/ejn.13802,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"López Espejo, M., & David, S. V. (2024). A sparse code for natural sound context in auditory cortex. Current Research in Neurobiology, 6, 100118.",https://doi.org/10.1016/j.crneur.2023.100118,no working OA PDF (paywalled or links unreachable)
21,Auditory Code,"Zhang, H., Nelken, I., & Sharpee, T. (2025). Parsing auditory neural code into maximum-entropy packets. bioRxiv.",https://doi.org/10.1101/2025.11.09.687481,no working OA PDF (paywalled or links unreachable)
22,Autophagic code,"Dong, N., & Yue, H. (2025). Decoding the autophagic code in obstructive sleep apnea: a multi-organ mechanistic dissection. Biochem Biophys Res Commun, 777, 152324.",https://doi.org/10.1016/j.bbrc.2025.152324,no working OA PDF (paywalled or links unreachable)
23,Auxin code,"Martin-Arevalillo, R., & Vernoux, T. (2023). Decoding the Auxin Matrix: Auxin Biology Through the Eye of the Computer. Annu Rev Plant Biol, 74(Volume 74, 2023), 387-413.",https://doi.org/10.1146/annurev-arplant-102720-033523,no working OA PDF (paywalled or links unreachable)
23,Auxin code,"Martin-Arevalillo, R., Guillotin, B., Schön, J., Hugues, A., Gerentes, M.-F., Tang, K., . . . Vernoux, T. (2025). Synthetic deconvolution of an auxin-dependent transcriptional code. Cell, 188(11), 2872- 2889.e2824.",https://doi.org/10.1016/j.cell.2025.03.028,no working OA PDF (paywalled or links unreachable)
25,BAF code,"de Rojas, I., Miera, M., Molero, A., Jinménez, C., Pérez, M. J., Moreno, L., & Segura, M. F. (2026). Cracking the BAF code: a new therapeutic strategy in neuroblastoma (was selected for Fire-session). EJC Paediatric Oncology, 7.",https://doi.org/10.1016/j.ejcped.2025.100458,no working OA PDF (paywalled or links unreachable)
27,BGC code,"Rigali, S., Anderssen, S., Naômé, A., & van Wezel, G. P. (2018). Cracking the regulatory code of biosynthetic gene clusters as a strategy for natural product discovery. Biochem Pharmacol, 153, 24- 34.",https://doi.org/10.1016/j.bcp.2018.01.007,no working OA PDF (paywalled or links unreachable)
28,Bile code,"Vuong, B., Tejirian, T., Chen, G. L., & Collins, J. C. (2015). Cracking the Code: The Unexpected Challenge of Identifying Major Bile Duct Injuries. Am Surg, 81(10), 1088-1092.",https://journals.sagepub.com/doi/10.1177/000313481508101035,no working OA PDF (paywalled or links unreachable)
29,Binaural code,"Harnischfeger, G. (1980). Brainstem units of echolocating bats code binaural time differences in the microsecond range. Naturwissenschaften, 67(6), 314-316.",https://doi.org/10.1007/bf01153509,no working OA PDF (paywalled or links unreachable)
30,Biodiversity code,"Ab’Sáber, A. (2010). Evolving from a Forest Code to a Biodiversity Code [Do código florestal para o código da biodiversidade.]. Biota Neotropica, 10(4), 331–336.",https://www.cabidigitallibrary.org/doi/full/10.5555/20113083064,no working OA PDF (paywalled or links unreachable)
30,Biodiversity code,"Nogués-Bravo, D., Rodríguez-Sánchez, F., Orsini, L., de Boer, E., Jansson, R., Morlon, H., . . . Jackson, S. T. (2018). Cracking the Code of Biodiversity Responses to Past Climate Change. Trends in Ecology & Evolution, 33(10), 765-776.",https://doi.org/10.1016/j.tree.2018.07.005,no working OA PDF (paywalled or links unreachable)
31,Bioelectric code,"Tseng, A. and M. Levin (2013). “Cracking the bioelectric code: Probing endogenous ionic controls of pattern formation.” Commun Integr Biol 6(1): e22595.",https://www.tandfonline.com/doi/abs/10.4161/cib.22595,no working OA PDF (paywalled or links unreachable)
32,Bioremediation code,"Fu, Y., Zhou, X., Shi, J., & Zhuang, H. (2026). Bacterial-algae biofilm formation deciphering phenolic wastewater degradation code: Revealing microbial community succession and tripartite synergistic networks. Journal of Water Process Engineering, 86, 109967.",https://doi.org/10.1016/j.jwpe.2026.109967,no working OA PDF (paywalled or links unreachable)
33,Biosysnthetic code,"Xu, Z., M. Baunach, L. Ding, H. Peng, J. Franke and C. Hertweck (2014). “Biosynthetic code for divergolide assembly in a bacterial mangrove endophyte.” Chembiochem 15(9): 1274-1279.",https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/cbic.201402071,no working OA PDF (paywalled or links unreachable)
34,bHLH code,"Conway, S. J., Firulli, B., & Firulli, A. B. (2010). A bHLH Code for Cardiac Morphogenesis. Pediatric Cardiology, 31(3), 318-324.",https://doi.org/10.1007/s00246-009-9608-x,no working OA PDF (paywalled or links unreachable)
34,bHLH code,"Puig-Barbe, A., Dettmann, S., Nirello, V. D., Moor, H., Azami, S., Edgar, B. A., . . . de Navascués, J. (2025). A bHLH interaction code controls bipotential differentiation and self-renewal in the Drosophila gut. Cell Rep, 44(3).",https://doi.org/10.1016/j.celrep.2025.115398,no working OA PDF (paywalled or links unreachable)
38,Brain immune code,"Kim, M. W., & Kipnis, J. (2025). Glymphatics and meningeal lymphatics unlock the brain-immune code. Immunity, 58(5), 1040-1051.",https://doi.org/10.1016/j.immuni.2025.03.006,no working OA PDF (paywalled or links unreachable)
39,Cadherin code,"Hertel, N., Krishna, K., Nuernberger, M., & Redies, C. (2008). A cadherin-based code for the divisions of the mouse basal ganglia. Journal of Comparative Neurology, 508(4), 511-528.",https://doi.org/10.1002/cne.21696,no working OA PDF (paywalled or links unreachable)
39,Cadherin code,"Krishna, K. K., Hertel, N., & Redies, C. (2011). Cadherin expression in the somatosensory cortex: evidence for a combinatorial molecular code at the single-cell level. Neuroscience, 175, 37-48.",https://doi.org/10.1016/j.neuroscience.2010.11.056,no working OA PDF (paywalled or links unreachable)
39,Cadherin code,"Genuth, M. A., Jülich, D., Ton, A. T., Smith, S. J., Guillon, E., Shattuck, M. D., . . . Holley, S. A. (2025). A cadherin-integrin–ECM code for presomitic mesoderm fluidity. Development, 152(21).",https://doi.org/10.1242/dev.204874,no working OA PDF (paywalled or links unreachable)
39,Cadherin code,"Gray, M. T., & Lefebvre, J. L. (2025). Cracking the cadherin codes that wire the nervous system. Current Opinion in Neurobiology, 93, 103086.",https://doi.org/10.1016/j.conb.2025.103086,no working OA PDF (paywalled or links unreachable)
40,Calcium code,"Teruel, M. N., Chen, W., Persechini, A., & Meyer, T. (2000). Differential codes for free Ca2+ calmodulin signals in nucleus and cytosol. Current Biology, 10(2), 86-94.",https://doi.org/10.1016/S0960-9822(00)00295-5,no working OA PDF (paywalled or links unreachable)
40,Calcium code,"Allen, G. J. and J. I. Schroeder (2001). “Combining genetics and cell biology to crack the code of plant cell calcium signaling.” Sci STKE 2001(102): re13.",https://www.science.org/doi/10.1126/stke.2001.102.re13,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Asare, A., Fleming, N., Bateman, N., Westin, S., Jazaeri, A., Yao, J., . . . Sood, A. (2024). Cracking the code: Understanding molecular signatures in ovarian cancer subgroups undergoing primary treatment. Gynecologic Oncology, 190, S225.",https://doi.org/10.1016/j.ygyno.2024.07.327,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Assi, T., & Le Cesne, A. (2025). Cracking the code: the emerging role of immune checkpoint inhibitors in PEComas. Immunotherapy, 17(12), 835-837.",https://doi.org/10.1080/1750743X.2025.2558376,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Coburn, F., Nsereko, Y., Armstrong, A., & Al Musaimi, O. (2025). Peptide inhibitors: Breaking cancer code. Eur J Med Chem, 297, 117961.",https://doi.org/10.1016/j.ejmech.2025.117961,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Ricco, J.-B., & Hostalrich, A. (2025). When the Neck Speaks Genes: Carotid Paragangliomas and the Hidden Code behind a Tumour; A Genetic Compass for Vascular Surgeons. European Journal of Vascular and Endovascular Surgery, 70(6), 734.",https://doi.org/10.1016/j.ejvs.2025.07.047,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Scherer, F. (2025). Cracking the POD24 code in follicular lymphoma. Blood, 146(8), 899-900.",https://doi.org/10.1182/blood.2025029930,no working OA PDF (paywalled or links unreachable)
41,Cancer code – A (miscellaneous),"Zhu, C., Guo, J., Xu, Q., Shi, C., Xu, C., & Mei, C. (2026). CD44: The key target unlocking the new code of tumor and inflammation treatment. Journal of Drug Delivery Science and Technology, 120, 108257.",https://doi.org/10.1016/j.jddst.2026.108257,no working OA PDF (paywalled or links unreachable)
42,Cancer code – B (epigenetic),"New, M., H. Olzscha and N. B. La Thangue (2012). ""HDAC inhibitor-based therapies: can we interpret the code?"" Mol Oncol 6(6): 637-656.",https://febs.onlinelibrary.wiley.com/doi/full/10.1016/j.molonc.2012.09.003,no working OA PDF (paywalled or links unreachable)
42,Cancer code – B (epigenetic),"Dushanan, R., Weerasinghe, S., Dissanayake, D. P., & Senthilinithy, R. (2022). Cracking a cancer code histone deacetylation in epigenetic: the implication from molecular dynamics simulations on efficacy assessment of histone deacetylase inhibitors. Journal of Biomolecular Structure and Dynamics, 40(5), 2352-2368.",https://doi.org/10.1080/07391102.2020.1838328,no working OA PDF (paywalled or links unreachable)
42,Cancer code – B (epigenetic),"Neja, S., Dashwood, W. M., Dashwood, R. H., & Rajendran, P. (2024). Histone Acyl Code in Precision Oncology: Mechanistic Insights from Dietary and Metabolic Factors. Nutrients, 16(3).",https://doi.org/10.3390/nu16030396,no working OA PDF (paywalled or links unreachable)
42,Cancer code – B (epigenetic),"Dushanan, R., Weerasinghe, S., Dissanayake, D.P., & Senthilnithy, R. (2025). Cracking a cancer code DNA methylation in epigenetic modification: an in-silico approach on efficacy assessment of Sri Lanka-oriented nutraceuticals. Journal of Biomolecular Structure and Dynamics, 43(16), 9192-9212.",https://doi.org/10.1080/07391102.2024.2321235,no working OA PDF (paywalled or links unreachable)
43,Cancer Code – C (glycol),"O'Neill, A., Zakaria, N., Egan, H., Treacy, O., Hogan, A. M., O'Dwyer, M., . . . Ryan, A. E. (2025). The Tumour Glyco-Code: Sialylation as a Mediator of Stromal Cell Immunosuppression in the Tumour Microenvironment. Eur J Immunol, 55(7), e70000.",https://doi.org/10.1002/eji.70000,no working OA PDF (paywalled or links unreachable)
44,Cancer resistance code,"Nikanjam, M., & Kurzrock, R. (2025). Cracking the resistance code: The molecular reclassification of cancer and precision therapy strategies. Semin Cancer Biol, 117, 57-68.",https://doi.org/10.1016/j.semcancer.2025.10.004,no working OA PDF (paywalled or links unreachable)
44,Cancer resistance code,"Papavassiliou, K. A., Stravopodis, D. J., Gogou, V. A., & Papavassiliou, A. G. (2026). Cracking the Code of Immunotherapy Resistance in SCLC: Molecular Insights and Emerging Solutions. Am J Respir Crit Care Med.",https://doi.org/10.1093/ajrccm/aamaf124,no working OA PDF (paywalled or links unreachable)
45,Capsid code,"Zajac, J. W. P., Tohidian, I., Muralikrishnan, P., Perry, S. L., Heldt, C. L., & Sarupria, S. (2026). Cracking the Capsid Code: A Computationally Feasible Approach for Investigating Virus–Excipient Interactions in Biologics Design. Journal of Chemical Theory and Computation, 22(5), 2635-2651.",https://doi.org/10.1021/acs.jctc.5c01810,no working OA PDF (paywalled or links unreachable)
46,Cardiac code,"Rabolli, C. P., & Accornero, F. (2024). Cardiac cryptographers: cracking the code of the epitranscriptome. European Heart Journal, 45(23), 2034-2036.",https://doi.org/10.1093/eurheartj/ehae057,no working OA PDF (paywalled or links unreachable)
46,Cardiac code,"Ha, C.-M., & Wende Adam, R. (2025). Cracking the Code of a Preclinical Rodent Model of HFpEF. JACC: Basic to Translational Science, 10(9), 101357.",https://doi.org/10.1016/j.jacbts.2025.101357,no working OA PDF (paywalled or links unreachable)
46,Cardiac code,"Qian, Li and Liu, Smin L. (2026), Heartbeats and Hidden Codes: Decoding Cardiac Aging with MultiOmics and AI. Available at SSRN.",http://dx.doi.org/10.2139/ssrn.6337676,no working OA PDF (paywalled or links unreachable)
47,Cascade code,"Sahar, S., Sun, S., Zeb, A., Jin, L., Gao, Y., Tian, L., . . . Mao, Z. (2023). Multi-enzyme mimics – cracking ‑ the code of subcellular cascade reactions and their potential biological applications. Materials Chemistry Frontiers, 7(15), 3037-3072.",https://doi.org/10.1039/D2QM01373H,no working OA PDF (paywalled or links unreachable)
48,CD code,"Pruszak, J., Ludwig, W., Blak, A., Alavian, K., & Isacson, O. (2009). CD15, CD24, and CD29 Define a Surface Biomarker Code for Neural Lineage Differentiation of Stem Cells. Stem Cells, 27(12), 2928- 2940.",https://doi.org/10.1002/stem.211,no working OA PDF (paywalled or links unreachable)
50,Cell surface code,"Mountoufaris, G., D. Canzio, C. L. Nwakeze, W. V. Chen and T. Maniatis (2018). “Writing, Reading, and Translating the Clustered Protocadherin Cell Surface Recognition Code for Neural Circuit Assembly.” Annu Rev Cell Dev Biol 34: 471-493.",https://www.annualreviews.org/doi/10.1146/annurev-cellbio-100616-060701,no working OA PDF (paywalled or links unreachable)
50,Cell surface code,"Dong, H., Li, J., Wu, Q., & Jin, Y. (2023). Confluence and convergence of Dscam and Pcdh cell- recognition codes. Trends Biochem Sci, 48(12), 1044-1057.",https://doi.org/10.1016/j.tibs.2023.09.001,no working OA PDF (paywalled or links unreachable)
50,Cell surface code,"Fischer, F., Ernst, L., Frey, A., Holstein, K., Prasad, D., Weichselberger, V., . . . Classen, A.-K. (2023). A cell surface code mediates tissue-intrinsic defense against aberrant cells in epithelia. bioRxiv, 2023.2002.2016.528665.",https://doi.org/10.1101/2023.02.16.528665,no working OA PDF (paywalled or links unreachable)
52,Centromere code,"Koch, J. (2000). Neocentromeres and alpha satellite: a proposed structural code for functional human centromere DNA. Hum Mol Genet, 9(2), 149-154.",https://doi.org/10.1093/hmg/9.2.149,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Omkar, S., Rysbayeva, A., & Truman, A. W. (2023). Understanding chaperone specificity: evidence for a &#x2018;client code&#x2019. Trends Biochem Sci, 48(8), 662-664.",https://doi.org/10.1016/j.tibs.2023.05.008,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Backe, S. J., Heritz, J. A., & Mollapour, M. (2024). The HSP90 chaperone code regulates the crosstalk between proteostasis and autophagy. Autophagy, 20(7), 1689-1691.",https://doi.org/10.1080/15548627.2024.2323259,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Guarra, F., Sciva, C., Bonollo, G., Pasala, C., Chiosis, G., Moroni, E., & Colombo, G. (2024). Cracking the chaperone code through the computational microscope. Cell Stress and Chaperones, 29(5), 626- 640.",https://doi.org/10.1016/j.cstres.2024.08.001,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Rani, K., Gotmare, A., Maier, A., Menghal, R., Akhtar, N., Fangaria, N., . . . Bhattacharyya, S. (2024). Identification of a chaperone-code responsible for Rad51-mediated genome repair. Journal of Biological Chemistry, 300(6).",https://doi.org/10.1016/j.jbc.2024.107342,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Backe, S. J., Heritz, J. A., & Mollapour, M. (2025). Hsp70 and Hsp90 post-translational modifications and translating the chaperone code. Cell Stress and Chaperones, 30(6), 100118.",https://doi.org/10.1016/j.cstres.2025.100118,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Gajsek, O., Becker, C. F. W., & Conibear, A. C. (2025). Site-specifically Phosphorylated Hsp90C- terminal Domain Variants Provide Access to Deciphering the Chaperone Code. Chemistry – A European Journal, 31(6), e202403676.",https://doi.org/10.1002/chem.202403676,no working OA PDF (paywalled or links unreachable)
54,Chaperone code – A (general),"Mitchem, M. M., Choi, A., Mirikar, D. A., Deb, R., & Truman, A. W. (2025). Dissecting the Cdc37 cochaperone code: Functional roles in chaperone-mediated stress adaptation. Journal of Biological Chemistry, 301(10), 110672.",https://doi.org/10.1016/j.jbc.2025.110672,no working OA PDF (paywalled or links unreachable)
