code_number,pdf_path,polarity,tier,source,criterion,evidence
331,pdfs/10.1038_s41586-024-08212-3.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
371,pdfs/10.1038_s41586-024-08241-y.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
400,pdfs/10.1038_s41586-025-08844-z.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
379,pdfs/10.1038_s41586-025-09769-3.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
248,pdfs/10.1038_s41586-026-10267-3.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
88,pdfs/10.1038_s41590-023-01722-8.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
187,pdfs/10.1038_s41593-025-02131-w.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
41,pdfs/10.1038_s41598-025-92254-8.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
292,pdfs/10.1038_s42003-024-06206-5.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
88,pdfs/10.1038_s42003-026-09853-y.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
126,pdfs/10.1038_s44271-025-00211-y.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
409,pdfs/10.1038_s44385-025-00032-y.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
193,pdfs/10.1038_sj.emboj.7601798.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
251,pdfs/10.1038_srep46699.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.1088_1741-2552_ab6cb8.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
34,pdfs/10.1093_molbev_msy060.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
275,pdfs/10.1111_ejn.12558.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
367,pdfs/10.1126_science.1254806.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
21,pdfs/10.1177_2331216518784822.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
267,pdfs/10.1186_1756-0500-2-65.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
333,pdfs/10.1186_s10020-025-01412-1.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
385,pdfs/10.1186_s12868-024-00847-2.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
276,pdfs/10.1186_s12915-017-0389-z.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
44,pdfs/10.1186_s12935-025-04025-0.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
327,pdfs/10.1186_s12943-021-01488-3.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
336,pdfs/10.1186_s12964-025-02274-0.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
367,pdfs/10.1186_s13041-020-00680-8.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
250,pdfs/10.1186_s13041-026-01299-x.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
44,pdfs/10.1186_s13046-025-03569-3.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
163,pdfs/10.1186_s13059-021-02322-1.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
163,pdfs/10.1186_s13059-021-02532-7.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
179,pdfs/10.1186_s13287-021-02603-3.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
91,pdfs/10.1201_9781003592952.pdf,neg,soft,implicit,all,non-molecular: topic 4 Language Code
385,pdfs/10.1371_journal.pbio.0020064.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
367,pdfs/10.1371_journal.pbio.0030158.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
281,pdfs/10.1371_journal.pbio.1001064.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/10.1371_journal.pbio.2000317.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
250,pdfs/10.1371_journal.pbio.2004527.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
424,pdfs/10.1371_journal.pbio.2004712.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
424,pdfs/10.1371_journal.pbio.3000474.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
287,pdfs/10.1371_journal.pbio.3001450.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
276,pdfs/10.1371_journal.pcbi.1000053.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
250,pdfs/10.1371_journal.pcbi.1000646.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
331,pdfs/10.1371_journal.pcbi.1000977.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
250,pdfs/10.1371_journal.pcbi.1002188.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
424,pdfs/10.1371_journal.pcbi.1002536.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/10.1371_journal.pcbi.1003336.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
29,pdfs/10.1371_journal.pcbi.1004294.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
331,pdfs/10.1371_journal.pcbi.1005148.pdf,neg,soft,implicit,all,non-molecular: topic 20 Code Mathematics
249,pdfs/10.1371_journal.pcbi.1005155.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.1371_journal.pcbi.1005735.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
331,pdfs/10.1371_journal.pcbi.1005792.pdf,neg,soft,implicit,all,non-molecular: topic 21 Code Physics
275,pdfs/10.1371_journal.pcbi.1005870.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
275,pdfs/10.1371_journal.pcbi.1007188.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
424,pdfs/10.1371_journal.pcbi.1008457.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
71,pdfs/10.1371_journal.pcbi.1011117.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
401,pdfs/10.1371_journal.pgen.0030011.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
424,pdfs/10.1371_journal.pone.0002173.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.1371_journal.pone.0003781.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/10.1371_journal.pone.0007600.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
248,pdfs/10.1371_journal.pone.0009669.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
78,pdfs/10.1371_journal.pone.0022026.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
276,pdfs/10.1371_journal.pone.0022996.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
122,pdfs/10.1371_journal.pone.0036644.pdf,neg,soft,implicit,all,non-molecular: topic 20 Code Mathematics
246,pdfs/10.1371_journal.pone.0040339.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
237,pdfs/10.1371_journal.pone.0054694.pdf,neg,soft,implicit,all,non-molecular: topic 9 Code Theory
21,pdfs/10.1371_journal.pone.0085017.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/10.1371_journal.pone.0108154.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
200,pdfs/10.1371_journal.pone.0148861.pdf,neg,soft,implicit,all,non-molecular: topic 4 Language Code
424,pdfs/10.1371_journal.pone.0164020.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
424,pdfs/10.1371_journal.pone.0168093.pdf,neg,soft,implicit,all,non-molecular: topic 20 Code Mathematics
251,pdfs/10.1371_journal.pone.0237440.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
209,pdfs/10.1371_journal.pone.0288031.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
147,pdfs/10.1387_ijdb.230220lg.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
248,pdfs/10.1523_jneurosci.23-07-03006.2003.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
252,pdfs/10.1523_jneurosci.2882-08.2008.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
248,pdfs/10.1523_jneurosci.4188-12.2013.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
334,pdfs/10.15252_embj.201592655.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
396,pdfs/10.1586_eri.10.93.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
4,pdfs/10.1631_jzus.B1400076.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
311,pdfs/10.21203_rs.3.rs-5333191_v1.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
88,pdfs/10.21203_rs.3.rs-7346391_v1.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
380,pdfs/10.21203_rs.3.rs-8443063_v1.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
31,pdfs/10.3389_fcell.2018.00021_full.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
62,pdfs/10.3389_fcell.2020.569601_full.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
89,pdfs/10.3389_fcell.2025.1618444.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
283,pdfs/10.3389_fendo.2018.00587_full.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
291,pdfs/10.3389_fimmu.2021.629979_full.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
44,pdfs/10.3389_fimmu.2024.1341079.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
333,pdfs/10.3389_fimmu.2026.1749911.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
354,pdfs/10.3389_fimmu.2026.1779543.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
226,pdfs/10.3389_fimmu.2026.1796347.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
401,pdfs/10.3389_fmolb.2021.673363_full.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
240,pdfs/10.3389_fnbeh.2015.00222.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
390,pdfs/10.3389_fnbeh.2015.00240_full.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
252,pdfs/10.3389_fnbeh.2026.1737998.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
252,pdfs/10.3389_fncel.2017.00236_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
331,pdfs/10.3389_fncel.2022.1018229.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.3389_fncel.2022.1018229_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.3389_fncom.2010.00155_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.3389_fnhum.2014.00666_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
363,pdfs/10.3389_fnhum.2017.00161_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
248,pdfs/10.3389_fninf.2016.00041.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
211,pdfs/10.3389_fnins.2017.00202_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
251,pdfs/10.3389_fnins.2020.557063_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
393,pdfs/10.3389_fnint.2022.899412_full.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
220,pdfs/10.3389_fnmol.2021.592951_full.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
355,pdfs/10.3389_fnsyn.2016.00034.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
21,pdfs/10.3389_fnsys.2015.00019_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
327,pdfs/10.3389_fonc.2017.00319.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
334,pdfs/10.3389_fonc.2024.1450980.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
41,pdfs/10.3389_fphar.2022.919636.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
41,pdfs/10.3389_fphar.2025.1673427.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
275,pdfs/10.3389_fphys.2014.00059_full.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
21,pdfs/10.3389_fphys.2014.00135_full.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
21,pdfs/10.3389_fphys.2014.00140_full.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
292,pdfs/10.3389_fphys.2018.01188_full.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
192,pdfs/10.3389_fphys.2021.620608_full.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
367,pdfs/10.3389_fpls.2012.00018_full.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
363,pdfs/10.3389_fpsyg.2013.00422_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
280,pdfs/10.3389_fpsyg.2014.00891_full.pdf,neg,soft,implicit,all,non-molecular: topic 4 Language Code
424,pdfs/10.3389_fpsyg.2015.01655_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
280,pdfs/10.3389_fpsyg.2018.02534_full.pdf,neg,soft,implicit,all,non-molecular: topic 4 Language Code
87,pdfs/10.3389_fpsyg.2019.02621_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
365,pdfs/10.3389_fpsyg.2023.1029715.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/10.3389_fpsyt.2020.557932_full.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
430,pdfs/10.3389_frbis.2024.1406868.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
365,pdfs/10.3389_neuro.01.002.2009_full.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
21,pdfs/10.3389_neuro.10.003.2008_full.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
60,pdfs/10.35845_abms.2024.1.337.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
275,pdfs/10.3758_BF03209343.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
424,pdfs/10.3758_s13421-020-01054-0.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/10.3758_s13423-012-0328-5.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
62,pdfs/10.4238_3x4qm566.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
254,pdfs/10.56512_AS.2025.1.e250508.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
367,pdfs/10.7150_thno.67409.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
15,pdfs/cshperspectives.cshlp.org_content_12_5_a036343.long.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
362,pdfs/facultyopinions.com_prime_reports_pubmed_20948656.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
252,pdfs/hdl.handle.net_11427_36536.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
259,pdfs/hdl.handle.net_1773_36496.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
85,pdfs/hrcak.srce.hr_112197.pdf,neg,soft,implicit,all,non-molecular: topic 4 Language Code
367,pdfs/rnajournal.cshlp.org_content_14_5_802.long.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
304,pdfs/rnajournal.cshlp.org_content_22_6_813.long.pdf,neg,soft,implicit,all,non-molecular: topic 8 Regulatory Code
215,pdfs/rnd.edpsciences.org_articles_rnd_abs_1988_03_RND_0181-1916_1988_28_2B_ART0011_RND_0181-1916_1988_28_2B_ART0011.html.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
179,pdfs/www.cmi.ustc.edu.cn_4_3_197.pdf.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
275,pdfs/www.eneuro.org_content_2_6_ENEURO.0083-15.2015.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
359,pdfs/www.eneuro.org_content_3_6_ENEURO.0175-16.2016.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
21,pdfs/www.eneuro.org_content_4_3_ENEURO.0144-17.2017.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
250,pdfs/www.eneuro.org_content_5_4_ENEURO.0414-17.2018.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
275,pdfs/www.eneuro.org_content_8_5_ENEURO.0070-21.2021.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
248,pdfs/www.eneuro.org_content_8_5_ENEURO.0266-21.2021.pdf,neg,soft,implicit,all,non-molecular: topic 20 Code Mathematics
276,pdfs/www.jneurosci.org_content_20_6_2383.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
21,pdfs/www.jneurosci.org_content_20_6_2400.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
252,pdfs/www.jneurosci.org_content_21_13_4801.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
200,pdfs/www.jneurosci.org_content_26_29_7629.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
201,pdfs/www.jneurosci.org_content_26_32_8221.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
250,pdfs/www.jneurosci.org_content_27_14_3904.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
240,pdfs/www.jneurosci.org_content_27_29_7631.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
21,pdfs/www.jneurosci.org_content_27_6_1479.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
275,pdfs/www.jneurosci.org_content_27_7_1659.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
424,pdfs/www.jneurosci.org_content_27_9_2338.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/www.jneurosci.org_content_28_14_3747.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
252,pdfs/www.jneurosci.org_content_28_34_8590.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
250,pdfs/www.jneurosci.org_content_29_2_334.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
275,pdfs/www.jneurosci.org_content_30_27_9017.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
276,pdfs/www.jneurosci.org_content_31_25_9179.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
424,pdfs/www.jneurosci.org_content_31_2_385.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
250,pdfs/www.jneurosci.org_content_31_37_13214.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/www.jneurosci.org_content_32_25_8454.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
275,pdfs/www.jneurosci.org_content_33_25_10568.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
240,pdfs/www.jneurosci.org_content_33_47_18515.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
249,pdfs/www.jneurosci.org_content_34_16_5583.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
275,pdfs/www.jneurosci.org_content_34_3_941.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
276,pdfs/www.jneurosci.org_content_35_10_4157.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
276,pdfs/www.jneurosci.org_content_35_11_4515.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
276,pdfs/www.jneurosci.org_content_35_6_2717.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
250,pdfs/www.jneurosci.org_content_36_20_5532.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
246,pdfs/www.jneurosci.org_content_36_24_6371.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.jneurosci.org_content_38_23_5267.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/www.jneurosci.org_content_38_2_260.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
240,pdfs/www.jneurosci.org_content_41_18_4060.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
21,pdfs/www.jneurosci.org_content_41_36_7561.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
250,pdfs/www.jneurosci.org_content_41_44_9163.long.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
250,pdfs/www.jneurosci.org_content_42_49_9227.long.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
21,pdfs/www.jneurosci.org_content_4_10_2621.long.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
42,pdfs/www.nature.com_articles_471S12a.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
145,pdfs/www.nature.com_articles_550190a.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
424,pdfs/www.nature.com_articles_ncomms15471.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.nature.com_articles_ncomms2054.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
362,pdfs/www.nature.com_articles_ncomms7464.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
41,pdfs/www.nature.com_articles_onc2015176.pdf,neg,soft,implicit,all,non-molecular: topic 6 Pathological Code
275,pdfs/www.nature.com_articles_s41467-017-01432-4.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
362,pdfs/www.nature.com_articles_s41467-017-01908-3.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.nature.com_articles_s41467-019-13592-6.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.nature.com_articles_s41467-021-27892-3.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
253,pdfs/www.nature.com_articles_s41467-022-33828-2.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
263,pdfs/www.nature.com_articles_s41467-022-34991-2.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
39,pdfs/www.nature.com_articles_s41556-022-00984-y.pdf,neg,soft,implicit,all,non-molecular: topic 0 Morphological Codes
253,pdfs/www.nature.com_articles_s41598-017-08053-3.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
248,pdfs/www.nature.com_articles_s41598-017-08609-3.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
424,pdfs/www.nature.com_articles_s41598-018-37614-3.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.nature.com_articles_s41598-019-44375-0.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
275,pdfs/www.nature.com_articles_s41598-019-49753-2.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
424,pdfs/www.nature.com_articles_s41598-021-02939-z.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
257,pdfs/www.nature.com_articles_s41598-021-84667-y.pdf,neg,soft,implicit,all,non-molecular: topic 19 Neural Circuits
276,pdfs/www.nature.com_articles_s41598-021-90400-6.pdf,neg,soft,implicit,all,non-molecular: topic 13 Olfactory Code
250,pdfs/www.nature.com_articles_s41598-022-15269-5.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
424,pdfs/www.nature.com_articles_s42003-020-01572-2.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
29,pdfs/www.nature.com_articles_s42003-022-04098-x.pdf,neg,soft,implicit,all,non-molecular: topic 11 Cognitive Signal
